CNE,DateOfBirth,FirstName,LastName,ClassName,Phone,Email
GS515736,12/17/1998,Ihab,Junayd,AP2,+(212) 288-36069,Ihab.Junayd@gmail.com
KF782145,6/12/1998,Samadu,Anwaruddin,AP2,+(212) 080-83142,Samadu.Anwaruddin@gmail.com
JM774666,2/1/1999,Nizam al-Din,Ibro,AP2,+(212) 765-61087,Nizam al-Din.Ibro@gmail.com
NK846267,12/9/1998,Abdul Hakim,Ataullah,AP2,+(212) 376-08962,Abdul Hakim.Ataullah@gmail.com
NC141499,6/14/1999,Ahad,Samir,AP2,+(212) 565-29361,Ahad.Samir@gmail.com
AX225545,3/14/1998,Asif,Faraj,AP2,+(212) 886-95407,Asif.Faraj@gmail.com
ZJ662803,6/18/1999,Murtaza,Hibat Allah,AP2,+(212) 341-86127,Murtaza.Hibat Allah@gmail.com
LA595457,12/8/1998,Numan,Tarazi,AP2,+(212) 608-57461,Numan.Tarazi@gmail.com
IA994970,6/9/1999,Zafer,Ayub,AP2,+(212) 101-47076,Zafer.Ayub@gmail.com
LP299834,4/17/1999,Bilel,Abd Manaf,AP2,+(212) 403-45283,Bilel.Abd Manaf@gmail.com
FN998886,5/21/1999,Taqi,Suleiman,AP2,+(212) 867-90767,Taqi.Suleiman@gmail.com
BT261564,5/30/1999,Fatin,Izz al-Din,AP2,+(212) 856-04367,Fatin.Izz al-Din@gmail.com
PD856383,12/10/1998,Samer ,Rahim,AP2,+(212) 567-12736,Samer .Rahim@gmail.com
GA912231,9/4/1998,Karem,Masoud,AP2,+(212) 209-36896,Karem.Masoud@gmail.com
LN943760,3/18/1999,Fazlul Haq,Azmi,AP2,+(212) 259-09777,Fazlul Haq.Azmi@gmail.com
ST123434,1/16/1999,Abdul Halim,Safiullah,AP2,+(212) 135-55837,Abdul Halim.Safiullah@gmail.com
VJ647502,4/25/1999,Kadri ,Hashim,AP2,+(212) 066-56740,Kadri .Hashim@gmail.com
VS100713,8/24/1998,Azizullah,Rashid al-Din,AP2,+(212) 842-47256,Azizullah.Rashid al-Din@gmail.com
JE306698,3/29/1999,Nuh ,Ghiyath al-Din,AP2,+(212) 249-73540,Nuh .Ghiyath al-Din@gmail.com
ZB631425,3/26/1999,Zainal,Lutfur Rahman,AP2,+(212) 129-15106,Zainal.Lutfur Rahman@gmail.com
NE656657,9/12/1998,Isa ,Faizullah,AP2,+(212) 010-96805,Isa .Faizullah@gmail.com
BL388771,2/10/1998,Anis,Barkatullah,AP2,+(212) 749-29243,Anis.Barkatullah@gmail.com
WH640838,1/6/1999,Idris ,Abd al-Aziz,AP2,+(212) 203-99056,Idris .Abd al-Aziz@gmail.com
VZ994247,6/12/1998,Abdul Qayyum,Asil,AP2,+(212) 880-70048,Abdul Qayyum.Asil@gmail.com
OE559532,5/10/1999,Abdu,Majid ,AP2,+(212) 430-55548,Abdu.Majid @gmail.com
PW412747,4/19/1999,Ahad,Abdul Karim,AP2,+(212) 509-19388,Ahad.Abdul Karim@gmail.com
UQ585676,3/18/1999,Arif,Jalal ad-Din,AP2,+(212) 325-24167,Arif.Jalal ad-Din@gmail.com
JW341732,11/9/1998,Sadr al-Din,Atiq,AP2,+(212) 448-69126,Sadr al-Din.Atiq@gmail.com
QF119599,2/7/1998,Muhsin,Zainal Abidin,AP2,+(212) 221-28052,Muhsin.Zainal Abidin@gmail.com
FV699266,3/5/1999,Kadir,Sadik,AP2,+(212) 603-92826,Kadir.Sadik@gmail.com
