CNE,DateOfBirth,FirstName,LastName,ClassName,Phone,Email
NB627501,11/28/1998,Rahmi,Mahfuz ,GIND2,+(212) 113-78219,Rahmi.Mahfuz @gmail.com
YH137160,11/12/1998,Bilel,Zaim ,GIND2,+(212) 673-88597,Bilel.Zaim @gmail.com
IS473084,3/9/1999,Suhail,Mamdouh,GIND2,+(212) 267-91786,Suhail.Mamdouh@gmail.com
GM417419,3/18/1998,Anis,Jasem,GIND2,+(212) 060-64519,Anis.Jasem@gmail.com
OS358458,3/6/1998,Anisur Rahman,Alaa,GIND2,+(212) 855-59901,Anisur Rahman.Alaa@gmail.com
BS251470,5/15/1999,Mua'dh,Faris ,GIND2,+(212) 473-01358,Mua'dh.Faris @gmail.com
TA168057,7/26/1998,Jabr,Qaid,GIND2,+(212) 559-28276,Jabr.Qaid@gmail.com
QS309740,8/18/1998,Fakhraddin,Saifur Rahman,GIND2,+(212) 566-74094,Fakhraddin.Saifur Rahman@gmail.com
KU802729,8/17/1998,Anis,Nasrallah,GIND2,+(212) 842-69074,Anis.Nasrallah@gmail.com
QG322594,3/27/1998,Faisal,Shakeel ,GIND2,+(212) 446-94688,Faisal.Shakeel @gmail.com
WD269093,5/12/1999,Fazlallah,Talib ,GIND2,+(212) 064-93327,Fazlallah.Talib @gmail.com
TU506612,11/9/1998,Michel ,Abdur Rahim,GIND2,+(212) 667-45321,Michel .Abdur Rahim@gmail.com
JO106366,1/18/1998,Adib,Abdul Samad,GIND2,+(212) 720-52105,Adib.Abdul Samad@gmail.com
YW125133,7/21/1998,Billah,Isa ,GIND2,+(212) 620-44809,Billah.Isa @gmail.com
