CNE,DateOfBirth,FirstName,LastName,ClassName,Phone,Email
UY331433,4/8/1998,Mahfuz ,Asif,GIND1,+(212) 199-14998,Mahfuz .Asif@gmail.com
ZZ155844,1/17/1999,Sharifullah,Moatassem,GIND1,+(212) 062-20228,Sharifullah.Moatassem@gmail.com
OW281062,5/9/1998,Muzaffar,Asif,GIND1,+(212) 308-41632,Muzaffar.Asif@gmail.com
ND503738,5/12/1998,Zeeshan,Saif ,GIND1,+(212) 438-45230,Zeeshan.Saif @gmail.com
NI107546,5/25/1999,Rukn al-Din,Abu Nasir,GIND1,+(212) 684-42069,Rukn al-Din.Abu Nasir@gmail.com
AV341632,9/1/1998,Shukri,Abdul Muttalib,GIND1,+(212) 760-04154,Shukri.Abdul Muttalib@gmail.com
ZW929866,11/6/1998,Adeel,Shihab al-Din,GIND1,+(212) 744-41071,Adeel.Shihab al-Din@gmail.com
IR184221,1/19/1999,Kashif,Jameel,GIND1,+(212) 095-82054,Kashif.Jameel@gmail.com
JH194920,5/31/1999,Mohy al-Din,Khalid,GIND1,+(212) 832-96007,Mohy al-Din.Khalid@gmail.com
NV977188,12/28/1998,Sayyid ,Abdel Nour,GIND1,+(212) 031-23974,Sayyid .Abdel Nour@gmail.com
UU100577,4/13/1998,Rakibul,Abdul Hai,GIND1,+(212) 399-40804,Rakibul.Abdul Hai@gmail.com
WG185839,11/6/1998,Hussein,Irfan ,GIND1,+(212) 285-59285,Hussein.Irfan @gmail.com
KB339811,4/23/1999,Taher ,Fatin,GIND1,+(212) 736-17530,Taher .Fatin@gmail.com
RL590411,1/13/1998,Samirah,Qudratullah,GIND1,+(212) 311-37702,Samirah.Qudratullah@gmail.com
LJ733306,2/3/1998,Fadel,Amin al-Din,GIND1,+(212) 056-37063,Fadel.Amin al-Din@gmail.com
LG399335,7/18/1998,Mohammad Taqi,Akram,GIND1,+(212) 267-52197,Mohammad Taqi.Akram@gmail.com
KU532700,1/27/1998,Fazli,Ari,GIND1,+(212) 737-45907,Fazli.Ari@gmail.com
SB135389,5/12/1999,Azmi,Farhat,GIND1,+(212) 399-06332,Azmi.Farhat@gmail.com
AA452536,5/2/1999,Mahir,Abu Abdullah,GIND1,+(212) 192-95951,Mahir.Abu Abdullah@gmail.com
IN235629,11/21/1998,Abdul Karim,Abdus Shakur,GIND1,+(212) 578-82773,Abdul Karim.Abdus Shakur@gmail.com
KS885393,2/11/1998,Safi al-Din,Abdu,GIND1,+(212) 636-39876,Safi al-Din.Abdu@gmail.com
EQ253798,3/25/1998,Yakub,Shamsur Rahman,GIND1,+(212) 725-40555,Yakub.Shamsur Rahman@gmail.com
PL648899,10/1/1998,Fathallah,Asghar,GIND1,+(212) 792-92072,Fathallah.Asghar@gmail.com
SU301447,6/1/1998,Sharifullah,Mahdi ,GIND1,+(212) 853-16082,Sharifullah.Mahdi @gmail.com
BU476284,8/11/1998,Nurullah,Azim,GIND1,+(212) 423-56856,Nurullah.Azim@gmail.com
LA921561,6/25/1999,Izzat ,Bashar,GIND1,+(212) 422-07624,Izzat .Bashar@gmail.com
BR925712,10/30/1998,Rafiq,Saud,GIND1,+(212) 409-40703,Rafiq.Saud@gmail.com
DA752724,11/6/1998,Usama (Lion),Murtaza,GIND1,+(212) 726-36050,Usama (Lion).Murtaza@gmail.com
PR568313,4/9/1999,Abdur Rauf,Hamidullah,GIND1,+(212) 635-48801,Abdur Rauf.Hamidullah@gmail.com
