CNE,DateOfBirth,FirstName,LastName,ClassName,Phone,Email
JG931177,3/1/1999,Zubayr ,Kamil,GSTR3,+(212) 546-61573,Zubayr .Kamil@gmail.com
YF648114,6/29/1999,Rasul ,Abdul Bari,GSTR3,+(212) 022-23358,Rasul .Abdul Bari@gmail.com
OJ907228,4/24/1999,Bashar,Fawzi,GSTR3,+(212) 833-15780,Bashar.Fawzi@gmail.com
CY537646,5/24/1999,Hamdan,Qamar ud-Din,GSTR3,+(212) 006-13985,Hamdan.Qamar ud-Din@gmail.com
VB895139,1/14/1999,Taqi,Amin,GSTR3,+(212) 334-42366,Taqi.Amin@gmail.com
KN238213,1/30/1999,Sardar ,Hadi,GSTR3,+(212) 329-23719,Sardar .Hadi@gmail.com
QD706350,3/21/1999,Abdul Ghani,Izzatullah,GSTR3,+(212) 084-46287,Abdul Ghani.Izzatullah@gmail.com
HC274941,5/5/1999,Asadullah,Fouad,GSTR3,+(212) 075-11267,Asadullah.Fouad@gmail.com
OD675162,6/17/1998,Jihad ,Abdus Shakur,GSTR3,+(212) 790-40537,Jihad .Abdus Shakur@gmail.com
ZW755091,7/13/1998,Aqeel,Min,GSTR3,+(212) 101-02497,Aqeel.Min@gmail.com
GU607112,4/1/1999,Amir,Azem,GSTR3,+(212) 690-37362,Amir.Azem@gmail.com
PS353037,7/12/1998,Turki ,Hikmat,GSTR3,+(212) 814-66459,Turki .Hikmat@gmail.com
HR190723,10/10/1998,Baha' al-Din,Shaheed,GSTR3,+(212) 380-37639,Baha' al-Din.Shaheed@gmail.com
EA301678,6/21/1999,Haitham,Zahir,GSTR3,+(212) 329-47306,Haitham.Zahir@gmail.com
VE605132,6/18/1998,Badr al-Din,Boualem,GSTR3,+(212) 573-15386,Badr al-Din.Boualem@gmail.com
OZ778347,8/25/1998,Fahmi,Zeeshan,GSTR3,+(212) 183-69981,Fahmi.Zeeshan@gmail.com
CD494095,12/23/1998,Abdul Haq,Rasul ,GSTR3,+(212) 308-64696,Abdul Haq.Rasul @gmail.com
EJ874971,3/22/1998,Ghulam Faruq,Moemen,GSTR3,+(212) 630-46795,Ghulam Faruq.Moemen@gmail.com
BM670030,5/24/1999,Hamid,Zane,GSTR3,+(212) 594-19567,Hamid.Zane@gmail.com
KP703738,3/7/1999,Alaa,Junayd,GSTR3,+(212) 293-33961,Alaa.Junayd@gmail.com
WC969404,10/22/1998,Saifullah,Hakim ,GSTR3,+(212) 132-88131,Saifullah.Hakim @gmail.com
QN813416,2/4/1998,Jabal ,Baki,GSTR3,+(212) 596-43344,Jabal .Baki@gmail.com
HY582943,4/3/1999,Ghanem,Sharifullah,GSTR3,+(212) 189-27292,Ghanem.Sharifullah@gmail.com
GS125175,5/24/1999,Hadid ,Tariq,GSTR3,+(212) 240-77870,Hadid .Tariq@gmail.com
SM227006,2/18/1999,Samirah,Rukn al-Din,GSTR3,+(212) 714-31879,Samirah.Rukn al-Din@gmail.com
TU152426,5/8/1999,Caden,Ali Reza,GSTR3,+(212) 500-16535,Caden.Ali Reza@gmail.com
SC948661,12/8/1998,Samiullah,Nawaf,GSTR3,+(212) 091-45417,Samiullah.Nawaf@gmail.com
KF784566,1/2/1998,Ikramullah,Nadeem,GSTR3,+(212) 721-36021,Ikramullah.Nadeem@gmail.com
KX838587,6/19/1998,Azimullah,Naseer,GSTR3,+(212) 202-57641,Azimullah.Naseer@gmail.com
ZI721808,3/8/1998,Mahbubur,Abu Hamza,GSTR3,+(212) 352-83304,Mahbubur.Abu Hamza@gmail.com
XZ910706,4/20/1998,Mu'iz ad-Din,Yusuf,GSTR3,+(212) 680-63109,Mu'iz ad-Din.Yusuf@gmail.com
ZL551532,5/5/1999,Mahmud,Shaban ,GSTR3,+(212) 790-89320,Mahmud.Shaban @gmail.com
GY113237,1/19/1999,Hibat Allah,Adib,GSTR3,+(212) 305-94538,Hibat Allah.Adib@gmail.com
QP912907,5/30/1998,Nader,Haitham,GSTR3,+(212) 195-77695,Nader.Haitham@gmail.com
GP120080,5/26/1998,Shafiqullah,Nazim,GSTR3,+(212) 458-93005,Shafiqullah.Nazim@gmail.com
TJ163113,12/8/1998,Riaz ,Safiullah,GSTR3,+(212) 127-73898,Riaz .Safiullah@gmail.com
TZ727453,8/1/1998,Azizur Rahman,Habib ur Rahman,GSTR3,+(212) 541-70583,Azizur Rahman.Habib ur Rahman@gmail.com
