CNE,DateOfBirth,FirstName,LastName,ClassName,Phone,Email
HA884827,1/1/1900,Zaki,Mamdouh,AP1,+(212) 764-36047,Zaki.Mamdouh@gmail.com
EF459079,1/4/1998,Abdul Hadi,Rakib,AP1,+(212) 896-70226,Abdul Hadi.Rakib@gmail.com
QZ628214,1/2/1900,Ziad,Asem,AP1,+(212) 600-38939,Ziad.Asem@gmail.com
VF713279,1/3/1900,Shamsur Rahman,Ismat ad-Din,AP1,+(212) 674-45625,Shamsur Rahman.Ismat ad-Din@gmail.com
JO969661,1/1/1900,Fazel,Moin ,AP1,+(212) 271-86762,Fazel.Moin @gmail.com
OZ899901,9/6/1998,Aman Ali,Wajid ,AP1,+(212) 555-87391,Aman Ali.Wajid @gmail.com
DC832251,1/5/1900,Farid,Ahad,AP1,+(212) 052-92469,Farid.Ahad@gmail.com
WP922056,1/6/1900,Rizqallah,Gaffar,AP1,+(212) 065-01328,Rizqallah.Gaffar@gmail.com
QC769455,1/8/1900,Abdul Hakim,Basri,AP1,+(212) 537-27037,Abdul Hakim.Basri@gmail.com
ZA306410,1/7/1900,Barkatullah,Salah ad-Din ,AP1,+(212) 726-62941,Barkatullah.Salah ad-Din @gmail.com
QK156787,1/9/1900,Fathi,Wazir,AP1,+(212) 184-38668,Fathi.Wazir@gmail.com
HS582176,1/4/1900,Yahir,Izzat ,AP1,+(212) 679-10986,Yahir.Izzat @gmail.com
HX242213,1/5/1900,Ammar,Sidique,AP1,+(212) 198-63530,Ammar.Sidique@gmail.com
UC532969,5/3/1998,Yadollah,Ziad,AP1,+(212) 236-39205,Yadollah.Ziad@gmail.com
GC874562,1/4/1900,Abdul Malik,Atiqullah,AP1,+(212) 264-66668,Abdul Malik.Atiqullah@gmail.com
GV694292,1/6/1900,Naim,Mojtaba,AP1,+(212) 134-21929,Naim.Mojtaba@gmail.com
RT961203,1/3/1900,Saleh ,Lalji,AP1,+(212) 020-77158,Saleh .Lalji@gmail.com
DF692559,9/4/1998,Zafarullah,Nazif,AP1,+(212) 306-97463,Zafarullah.Nazif@gmail.com
BZ925096,1/8/1900,Irfan ,Nu'man,AP1,+(212) 842-56964,Irfan .Nu'man@gmail.com
AA459511,1/1/1900,Daniel/Danyal,Nimatullah,AP1,+(212) 533-58532,Daniel/Danyal.Nimatullah@gmail.com
DL211512,1/3/1900,Nadeem,Azim,AP1,+(212) 205-75669,Nadeem.Azim@gmail.com
NQ262356,4/9/1998,Abu Hafs,Bashar,AP1,+(212) 455-17282,Abu Hafs.Bashar@gmail.com
NY680818,5/4/1998,Ataullah,Jarrah ,AP1,+(212) 443-71185,Ataullah.Jarrah @gmail.com
KM545832,5/2/1999,Abdullah,Hamidullah,AP1,+(212) 789-94523,Abdullah.Hamidullah@gmail.com
DH128982,1/2/1900,Anjem,Nasrallah,AP1,+(212) 565-06069,Anjem.Nasrallah@gmail.com
OY124641,1/11/1900,Talal,Jaber,AP1,+(212) 584-76318,Talal.Jaber@gmail.com
QQ382585,1/3/1900,Abidin,Gulzar ,AP1,+(212) 237-50410,Abidin.Gulzar @gmail.com
FT804341,1/2/1900,Abu Hafs,Abu Hafs,AP1,+(212) 025-28600,Abu Hafs.Abu Hafs@gmail.com
WB811770,3/5/1998,Khakim,Abdul Mannan,AP1,+(212) 436-96279,Khakim.Abdul Mannan@gmail.com
VA875412,6/17/1998,Hayatullah,Jihad ,AP1,+(212) 305-11180,Hayatullah.Jihad @gmail.com
JW473842,4/23/1999,Melhem,Suleiman,AP1,+(212) 116-93729,Melhem.Suleiman@gmail.com
GR947938,2/9/1998,Hafeez,Amin al-Din,AP1,+(212) 771-95429,Hafeez.Amin al-Din@gmail.com
QL234007,1/5/1900,Rashad,Murad,AP1,+(212) 526-56068,Rashad.Murad@gmail.com
VQ497663,9/20/1998,Rashid al-Din,Raed,AP1,+(212) 302-51238,Rashid al-Din.Raed@gmail.com
JY142913,1/29/1998,Uday,Jubayr,AP1,+(212) 635-41181,Uday.Jubayr@gmail.com
MH733833,3/23/1998,Yusha ,Yacine,AP1,+(212) 031-04831,Yusha .Yacine@gmail.com
SR933502,8/11/1998,Farhat,Mamdouh,AP1,+(212) 894-45337,Farhat.Mamdouh@gmail.com
YG691471,2/16/1998,Muzaffar,Mustafa,AP1,+(212) 219-00496,Muzaffar.Mustafa@gmail.com
XQ700889,1/2/1900,Ziaur Rahman ,Lutfullah,AP1,+(212) 560-30524,Ziaur Rahman .Lutfullah@gmail.com
SK126193,9/4/1998,Rahman ,Moinuddin,AP1,+(212) 433-16907,Rahman .Moinuddin@gmail.com
TD472572,1/16/1998,Fakhruddin,Gamil ,AP1,+(212) 242-75308,Fakhruddin.Gamil @gmail.com
JB644100,1/14/1998,Kamal ad-Din,Islam,AP1,+(212) 667-57651,Kamal ad-Din.Islam@gmail.com
XO644259,6/4/1998,Nizam al-Din,Nu'man,AP1,+(212) 671-77526,Nizam al-Din.Nu'man@gmail.com
NT804764,1/1/1998,Abdul Monem,Hakim ,AP1,+(212) 513-44394,Abdul Monem.Hakim @gmail.com
OG118910,2/11/1998,Muslim ,Rabih,AP1,+(212) 375-54765,Muslim .Rabih@gmail.com
SJ896550,2/22/1999,Bilel,Hamid al-Din,AP1,+(212) 027-73718,Bilel.Hamid al-Din@gmail.com
ZB685599,8/15/1998,Raji,Habib,AP1,+(212) 786-35687,Raji.Habib@gmail.com
ER733966,6/15/1999,Khamis ,Rashid ,AP1,+(212) 680-67322,Khamis .Rashid @gmail.com
LB127061,1/5/1900,Nasuh,ayman,AP1,+(212) 144-79020,Nasuh.ayman@gmail.com
WN121041,2/10/1998,Harun,Najib,AP1,+(212) 889-95211,Harun.Najib@gmail.com
EO311816,4/2/1998,Khalid,Abdul Hakim,AP1,+(212) 270-08674,Khalid.Abdul Hakim@gmail.com
RQ736034,3/22/1998,Waleed,Abdi,AP1,+(212) 606-81750,Waleed.Abdi@gmail.com
ZR327607,2/1/1999,Hakim ,Hussein,AP1,+(212) 469-46438,Hakim .Hussein@gmail.com
LD442957,7/31/1998,Shakeel ,Rabih,AP1,+(212) 628-62123,Shakeel .Rabih@gmail.com
WV510174,8/21/1998,Irfan ,Bakir,AP1,+(212) 547-18530,Irfan .Bakir@gmail.com
YD809112,7/29/1998,Karim,Wadih,AP1,+(212) 136-52394,Karim.Wadih@gmail.com
ZU447731,6/15/1998,Ali,Adem,AP1,+(212) 883-54191,Ali.Adem@gmail.com
DM251726,4/7/1999,Issam ,Salah ,AP1,+(212) 672-36059,Issam .Salah @gmail.com
RN945250,3/26/1999,Michel ,Shukri,AP1,+(212) 304-62353,Michel .Shukri@gmail.com
HI513113,6/21/1998,Anjem,Hadid ,AP1,+(212) 251-51092,Anjem.Hadid @gmail.com
TJ490899,1/10/1999,Abdul Ghaffar,Mamdouh,AP1,+(212) 487-07373,Abdul Ghaffar.Mamdouh@gmail.com
BX171033,9/22/1998,Wadih,Ali Naqi,AP1,+(212) 568-39903,Wadih.Ali Naqi@gmail.com
LU597601,3/4/1999,Nasser ,Abd Manaf,AP1,+(212) 057-55684,Nasser .Abd Manaf@gmail.com
ZQ332189,9/30/1998,Atiq,Mahmud,AP1,+(212) 449-60294,Atiq.Mahmud@gmail.com
ON798231,5/4/1998,Nuri ,Abdul Ahad,AP1,+(212) 826-70342,Nuri .Abdul Ahad@gmail.com
EG994277,5/21/1998,Numan,Abdul Hakim,AP1,+(212) 402-41051,Numan.Abdul Hakim@gmail.com
KE410904,4/9/1999,Ismat ad-Din,Samirah,AP1,+(212) 326-67886,Ismat ad-Din.Samirah@gmail.com
KW174676,6/3/1998,Hasib ,Omar ,AP1,+(212) 354-43290,Hasib .Omar @gmail.com
KB172895,2/5/1999,Ziad,Issam ,AP1,+(212) 747-41761,Ziad.Issam @gmail.com
UR799298,3/15/1999,Najim ,Jalal ad-Din,AP1,+(212) 249-61606,Najim .Jalal ad-Din@gmail.com
UJ505388,1/13/1998,Moatassem,Baha,AP1,+(212) 874-01104,Moatassem.Baha@gmail.com
ZX326596,5/28/1999,Khair ad-Din,Samee,AP1,+(212) 174-76937,Khair ad-Din.Samee@gmail.com
EH615846,2/20/1999,Zane,Abdul Hadi,AP1,+(212) 313-91849,Zane.Abdul Hadi@gmail.com
BM745586,8/20/1998,Abdul Qayyum,Malik ,AP1,+(212) 465-41269,Abdul Qayyum.Malik @gmail.com
NW180845,8/29/1998,Yadollah,Safi ,AP1,+(212) 868-65108,Yadollah.Safi @gmail.com
VO835403,4/5/1999,Azmi,Abdul Khaliq,AP1,+(212) 342-49746,Azmi.Abdul Khaliq@gmail.com
JN930223,3/26/1999,Azimullah,Ja'far,AP1,+(212) 632-22178,Azimullah.Ja'far@gmail.com
WR735860,5/7/1998,Jurj,Midhat,AP1,+(212) 210-38419,Jurj.Midhat@gmail.com
UU809340,1/3/1900,Ka'b,Nader,AP1,+(212) 260-45443,Ka'b.Nader@gmail.com
GZ327745,1/6/1900,Ghulam,Shafiq ur Rahman,AP1,+(212) 696-20625,Ghulam.Shafiq ur Rahman@gmail.com
ZQ618232,1/5/1900,Taqi,Wajdi,AP1,+(212) 873-61355,Taqi.Wajdi@gmail.com
SA683170,7/23/1998,Hafizullah,Saddam ,AP1,+(212) 684-01391,Hafizullah.Saddam @gmail.com
SE563625,1/8/1900,Ubay ,Jalal,AP1,+(212) 709-48493,Ubay .Jalal@gmail.com
