CNE,DateOfBirth,FirstName,LastName,ClassName,Phone,Email
DI715865,7/12/1998,Abu Abdullah,Nasrallah,G3EI2,+(212) 508-03299,Abu Abdullah.Nasrallah@gmail.com
UA373897,8/21/1998,Farid,Azhar,G3EI2,+(212) 136-17814,Farid.Azhar@gmail.com
EY233460,10/17/1998,Rayan,Mubarak ,G3EI2,+(212) 181-34308,Rayan.Mubarak @gmail.com
EC476520,6/27/1998,Hisham ud-Din,Sharaf al-Din,G3EI2,+(212) 539-90549,Hisham ud-Din.Sharaf al-Din@gmail.com
SL220516,1/17/1999,Abdul Bari,Samir,G3EI2,+(212) 427-55082,Abdul Bari.Samir@gmail.com
MA550696,9/30/1998,Sultan ,Hikmat,G3EI2,+(212) 455-93973,Sultan .Hikmat@gmail.com
AH710669,4/1/1999,Moatassem,Nabih,G3EI2,+(212) 633-85538,Moatassem.Nabih@gmail.com
LR668574,3/17/1999,Abid,Abdul Hafiz,G3EI2,+(212) 225-39155,Abid.Abdul Hafiz@gmail.com
BW263952,6/22/1999,Fadel,Waliullah ,G3EI2,+(212) 351-75265,Fadel.Waliullah @gmail.com
QU440006,5/19/1998,Sadr al-Din,Nimatullah,G3EI2,+(212) 247-82098,Sadr al-Din.Nimatullah@gmail.com
TK217276,5/25/1999,Wael,Jaber,G3EI2,+(212) 080-64075,Wael.Jaber@gmail.com
TF159145,8/13/1998,Najibullah,Fatin,G3EI2,+(212) 262-76439,Najibullah.Fatin@gmail.com
OM930682,11/28/1998,Khalil ,Wael,G3EI2,+(212) 073-10910,Khalil .Wael@gmail.com
WT944502,12/9/1998,Ghassan ,Samer ,G3EI2,+(212) 043-93213,Ghassan .Samer @gmail.com
QQ420009,2/12/1998,Amin,Faiz,G3EI2,+(212) 045-68354,Amin.Faiz@gmail.com
