CNE,DateOfBirth,FirstName,LastName,ClassName,Phone,Email
LA595457,12/8/1998,Numan,Tarazi,GSEA2,+(212) 608-57461,Numan.Tarazi@gmail.com
IA994970,6/9/1999,Zafer,Ayub,GSEA2,+(212) 101-47076,Zafer.Ayub@gmail.com
LP299834,4/17/1999,Bilel,Abd Manaf,GSEA2,+(212) 403-45283,Bilel.Abd Manaf@gmail.com
FN998886,5/21/1999,Taqi,Suleiman,GSEA2,+(212) 867-90767,Taqi.Suleiman@gmail.com
BT261564,5/30/1999,Fatin,Izz al-Din,GSEA2,+(212) 856-04367,Fatin.Izz al-Din@gmail.com
PD856383,12/10/1998,Samer ,Rahim,GSEA2,+(212) 567-12736,Samer .Rahim@gmail.com
GA912231,9/4/1998,Karem,Masoud,GSEA2,+(212) 209-36896,Karem.Masoud@gmail.com
LN943760,3/18/1999,Fazlul Haq,Azmi,GSEA2,+(212) 259-09777,Fazlul Haq.Azmi@gmail.com
ST123434,1/16/1999,Abdul Halim,Safiullah,GSEA2,+(212) 135-55837,Abdul Halim.Safiullah@gmail.com
VJ647502,4/25/1999,Kadri ,Hashim,GSEA2,+(212) 066-56740,Kadri .Hashim@gmail.com
VS100713,8/24/1998,Azizullah,Rashid al-Din,GSEA2,+(212) 842-47256,Azizullah.Rashid al-Din@gmail.com
JE306698,3/29/1999,Nuh ,Ghiyath al-Din,GSEA2,+(212) 249-73540,Nuh .Ghiyath al-Din@gmail.com
ZB631425,3/26/1999,Zainal,Lutfur Rahman,GSEA2,+(212) 129-15106,Zainal.Lutfur Rahman@gmail.com
NE656657,9/12/1998,Isa ,Faizullah,GSEA2,+(212) 010-96805,Isa .Faizullah@gmail.com
BL388771,2/10/1998,Anis,Barkatullah,GSEA2,+(212) 749-29243,Anis.Barkatullah@gmail.com
WH640838,1/6/1999,Idris ,Abd al-Aziz,GSEA2,+(212) 203-99056,Idris .Abd al-Aziz@gmail.com
VZ994247,6/12/1998,Abdul Qayyum,Asil,GSEA2,+(212) 880-70048,Abdul Qayyum.Asil@gmail.com
OE559532,5/10/1999,Abdu,Majid ,GSEA2,+(212) 430-55548,Abdu.Majid @gmail.com
PW412747,4/19/1999,Ahad,Abdul Karim,GSEA2,+(212) 509-19388,Ahad.Abdul Karim@gmail.com
UQ585676,3/18/1999,Arif,Jalal ad-Din,GSEA2,+(212) 325-24167,Arif.Jalal ad-Din@gmail.com
JW341732,11/9/1998,Sadr al-Din,Atiq,GSEA2,+(212) 448-69126,Sadr al-Din.Atiq@gmail.com
QF119599,2/7/1998,Muhsin,Zainal Abidin,GSEA2,+(212) 221-28052,Muhsin.Zainal Abidin@gmail.com
FV699266,3/5/1999,Kadir,Sadik,GSEA2,+(212) 603-92826,Kadir.Sadik@gmail.com
