CNE,DateOfBirth,FirstName,LastName,ClassName,Phone,Email
TB874032,3/25/1998,Hamdi,Fouad,GSTR2,+(212) 829-93480,Hamdi.Fouad@gmail.com
QD952572,4/24/1999,Dawoud,Abdul Qayyum,GSTR2,+(212) 293-39734,Dawoud.Abdul Qayyum@gmail.com
ZE646104,3/10/1998,Rakib,Majid ,GSTR2,+(212) 473-24121,Rakib.Majid @gmail.com
WS464096,4/23/1998,Muhibullah,Hadem,GSTR2,+(212) 039-23317,Muhibullah.Hadem@gmail.com
QK651367,4/10/1999,Azhar,Talat,GSTR2,+(212) 492-80320,Azhar.Talat@gmail.com
KS477168,1/28/1998,Jamil,Rashid al-Din,GSTR2,+(212) 443-29978,Jamil.Rashid al-Din@gmail.com
DO498609,1/29/1998,Abdul Halim,Ali Reza,GSTR2,+(212) 808-99031,Abdul Halim.Ali Reza@gmail.com
CI399135,3/2/1998,Abd al-Aziz,Fawaz,GSTR2,+(212) 009-24847,Abd al-Aziz.Fawaz@gmail.com
HL459571,4/27/1998,Jaber,Nazimuddin,GSTR2,+(212) 603-62448,Jaber.Nazimuddin@gmail.com
AI356254,5/2/1999,Mu'iz ad-Din,Isa ,GSTR2,+(212) 304-04843,Mu'iz ad-Din.Isa @gmail.com
ME705170,7/6/1998,Qasim ,Habib ur Rahman,GSTR2,+(212) 604-74423,Qasim .Habib ur Rahman@gmail.com
HF455240,1/17/1998,Jawdat,Naif ,GSTR2,+(212) 578-37130,Jawdat.Naif @gmail.com
ZE358992,12/16/1998,Nazif,Ruhullah,GSTR2,+(212) 834-96601,Nazif.Ruhullah@gmail.com
OG658444,2/28/1999,Nusrat,Amr,GSTR2,+(212) 656-18447,Nusrat.Amr@gmail.com
SX661324,12/27/1998,Nawaf,Tufail,GSTR2,+(212) 655-47101,Nawaf.Tufail@gmail.com
YU998880,1/7/1998,Iqbal,Moeen,GSTR2,+(212) 051-68100,Iqbal.Moeen@gmail.com
RE745952,6/19/1998,Billah,Abdus Sabur,GSTR2,+(212) 252-41445,Billah.Abdus Sabur@gmail.com
NE970468,5/29/1998,Abu Nasr ,Baha' al-Din,GSTR2,+(212) 541-09384,Abu Nasr .Baha' al-Din@gmail.com
EH897981,5/15/1999,Hafeez,Izzat ,GSTR2,+(212) 264-22785,Hafeez.Izzat @gmail.com
ZO697881,1/16/1998,Asadullah,Taqi,GSTR2,+(212) 646-06623,Asadullah.Taqi@gmail.com
RI852570,12/5/1998,Safi al-Din,Hisham ,GSTR2,+(212) 717-52316,Safi al-Din.Hisham @gmail.com
MR803666,6/10/1998,Daud ,Saud,GSTR2,+(212) 896-41884,Daud .Saud@gmail.com
XV419489,2/23/1999,Mahmud,Khakim,GSTR2,+(212) 452-03224,Mahmud.Khakim@gmail.com
MH575843,2/24/1999,Zayn ad-Din,Rizqallah,GSTR2,+(212) 549-31197,Zayn ad-Din.Rizqallah@gmail.com
DH688756,6/18/1999,Aden ,Nasser ,GSTR2,+(212) 421-03877,Aden .Nasser @gmail.com
JK313270,7/4/1998,Saadallah,Rukn al-Din,GSTR2,+(212) 465-02130,Saadallah.Rukn al-Din@gmail.com
UT917650,4/6/1999,Abo,Akeem,GSTR2,+(212) 050-16690,Abo.Akeem@gmail.com
PJ281109,7/23/1998,Talhah ,Abdolreza,GSTR2,+(212) 141-20897,Talhah .Abdolreza@gmail.com
DE380598,6/25/1999,Fakhraddin,Najim ,GSTR2,+(212) 131-37879,Fakhraddin.Najim @gmail.com
OP737255,9/17/1998,Luay,Adham,GSTR2,+(212) 256-93359,Luay.Adham@gmail.com
XA349095,11/17/1998,Furkan,Basri,GSTR2,+(212) 085-50692,Furkan.Basri@gmail.com
DI731042,8/10/1998,Jamil,Anas,GSTR2,+(212) 802-28984,Jamil.Anas@gmail.com
JD358669,3/17/1999,Fakhraddin,Izz al-Din,GSTR2,+(212) 025-22818,Fakhraddin.Izz al-Din@gmail.com
