CNE,DateOfBirth,FirstName,LastName,ClassName,Phone,Email
EH615846,2/20/1999,Zane,Abdul Hadi,GSEA1,+(212) 313-91849,Zane.Abdul Hadi@gmail.com
BM745586,8/20/1998,Abdul Qayyum,Malik ,GSEA1,+(212) 465-41269,Abdul Qayyum.Malik @gmail.com
NW180845,8/29/1998,Yadollah,Safi ,GSEA1,+(212) 868-65108,Yadollah.Safi @gmail.com
VO835403,4/5/1999,Azmi,Abdul Khaliq,GSEA1,+(212) 342-49746,Azmi.Abdul Khaliq@gmail.com
JN930223,3/26/1999,Azimullah,Ja'far,GSEA1,+(212) 632-22178,Azimullah.Ja'far@gmail.com
WR735860,5/7/1998,Jurj,Midhat,GSEA1,+(212) 210-38419,Jurj.Midhat@gmail.com
UU809340,11/12/1998,Ka'b,Nader,GSEA1,+(212) 260-45443,Ka'b.Nader@gmail.com
GZ327745,12/23/1998,Ghulam,Shafiq ur Rahman,GSEA1,+(212) 696-20625,Ghulam.Shafiq ur Rahman@gmail.com
ZQ618232,12/24/1998,Taqi,Wajdi,GSEA1,+(212) 873-61355,Taqi.Wajdi@gmail.com
SA683170,7/23/1998,Hafizullah,Saddam ,GSEA1,+(212) 684-01391,Hafizullah.Saddam @gmail.com
SE563625,10/26/1998,Ubay ,Jalal,GSEA1,+(212) 709-48493,Ubay .Jalal@gmail.com
